CodDepartament,Year,Trimester,Unemployment_percentage,Temperature,Precipitation,GDP,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,Vaccination_percentage,Vulnerability_value,Incidence
41,2021,4,14.0,22.70032327802917,10.556037037037038,4616.0,19.769892473118283,51.88673835125449,-6.301433691756272,0.0,7.337634408602152,0.9967741935483873,53.7,1.0,0.0019678824169842134
44,2020,1,17.6,30.128271825396823,1.5981111111111108,1397.0,-13.910394265232975,-8.156272401433691,-12.222222222222221,-17.44516129032258,-2.0745519713261653,2.6587813620071685,0.0,2.0,4.954443888445741e-06
44,2020,2,31.5,29.332812037037037,3.648217845117845,1397.0,-70.3763440860215,-54.32473118279571,-60.256272401433705,-70.06236559139785,-43.58315412186379,17.178853046594984,0.0,2.0,0.00041617328662944234
44,2020,3,21.4,27.02881481481482,4.9692263868065965,1397.0,-42.055913978494615,-38.01146953405018,-43.925089605734776,-38.49211469534049,-28.736917562724013,15.517921146953404,0.0,2.0,0.015393457161400918
44,2020,4,19.3,25.76892146825397,7.094997013142173,1397.0,-33.202150537634395,-36.38458781362007,-40.65125448028674,-24.79498207885305,-12.854121863799286,11.193906810035843,0.0,2.0,0.012846873002739808
44,2021,1,23.2,28.06572409090909,1.836382575757576,1851.0,-31.972734254992318,-31.252688172043012,-35.183179723502306,-15.435099846390168,-12.097926267281105,7.755376344086021,0.49,2.0,0.011509676169254244
44,2021,2,18.6,27.593694664404225,4.0585122222222205,1851.0,-37.9168458781362,-9.102508960573477,-34.672401433691746,-10.449462365591398,-11.598924731182795,10.772759856630826,7.4,2.0,0.04275922203114782
44,2021,3,19.1,27.74941269841269,3.5077728758169933,1851.0,-2.7594982078853043,30.629390681003585,-11.425806451612903,36.131899641577064,12.393906810035842,4.376344086021505,26.11,2.0,0.0029694576985491803
44,2021,4,15.6,26.675428815004267,5.0660843304843315,1851.0,19.33942652329749,51.87706093189964,-2.699283154121863,68.74086021505376,21.120071684587813,2.087813620071685,36.89,2.0,0.007358248359047642
47,2020,1,13.4,25.002125067096085,2.118305555555556,4088.0,-16.29605734767025,-12.223655913978494,-24.808602150537638,-22.015770609318995,-3.819354838709677,3.2974910394265238,0.0,1.0,1.85662406333316e-05
47,2020,2,21.8,23.06898575036076,3.1843001508295625,4088.0,-75.31827956989248,-59.894623655913975,-80.10071684587814,-86.24229390681006,-55.290681003584226,23.507526881720427,0.0,1.0,0.0019513118905631515
47,2020,3,20.7,20.676671428571428,7.5398476702508965,4088.0,-61.14731182795699,-45.61577060931899,-71.04480286738352,-77.7,-39.956272401433694,18.221863799283152,0.0,1.0,0.017207191818971727
47,2020,4,16.4,20.639400909090906,10.336444444444442,4088.0,-38.812544802867386,-14.055913978494624,-53.39856630824372,-34.88781362007169,-20.54408602150537,10.638351254480288,0.0,1.0,0.013796573414628713
47,2021,1,15.6,23.43381932098765,2.484956349206349,4572.0,-38.24884792626728,-10.689324116743473,-48.10253456221199,1.0261136712749617,-18.6036866359447,8.903993855606757,0.58,1.0,0.02759520932247856
47,2021,2,16.1,22.109008994709,4.633216823406479,4572.0,-32.822222222222216,-3.461290322580646,-51.67204301075268,-0.5820788530465949,-17.246236559139785,11.959139784946235,11.49,1.0,0.04707127695944451
47,2021,3,14.2,21.63604138018844,4.975951361300916,4572.0,-4.256989247311828,32.541935483870965,-26.1673835125448,57.17777777777778,2.1014336917562724,6.543369175627241,25.63,1.0,0.015026171023019166
47,2021,4,13.4,21.529403623188404,5.520473694316436,4572.0,12.258064516129034,58.63763440860215,-9.57741935483871,93.631541218638,13.547311827956989,3.048387096774193,41.42,1.0,0.010175893407242323
50,2020,1,15.6,28.885348214285717,5.566989976689976,14411.0,-13.377777777777776,-6.79068100358423,-8.125448028673835,-10.334767025089606,-2.678853046594982,4.3369175627240155,0.0,2.0,2.0172308188856816e-05
50,2020,2,28.6,25.895680555555558,18.96346352413019,14411.0,-66.22437275985665,-44.136200716845885,-53.07060931899641,-47.01290322580647,-44.08673835125449,26.217921146953405,0.0,2.0,0.0021070892826360443
50,2020,3,23.1,25.7984858974359,16.455239011082696,14411.0,-47.08243727598566,-22.43010752688172,-33.34336917562724,-23.596774193548388,-23.444802867383512,17.729749103942652,0.0,2.0,0.02184660976853193
50,2020,4,18.6,25.90922393162393,10.364421652421653,14411.0,-23.67670250896057,3.733333333333333,-16.342293906810035,-4.62652329749104,-6.746236559139785,9.411827956989248,0.0,2.0,0.02412057905527579
50,2021,1,19.1,28.580453781512603,6.29963404882155,14762.0,-26.08563748079877,2.3874807987711213,-21.060291858678955,-1.3191244239631337,-5.937019969278033,7.7784178187404,0.56,2.0,0.012759991416964588
50,2021,2,16.6,22.87139502164502,21.517410714285717,14762.0,-15.359856630824373,12.275268817204301,-14.691397849462366,15.491397849462366,1.7139784946236558,9.314336917562724,12.2,2.0,0.03904008204799953
50,2021,3,14.7,24.068472222222233,20.065377290448343,14762.0,8.484229390681003,29.118996415770606,2.9591397849462364,39.98745519713262,19.201075268817206,5.048387096774194,28.48,2.0,0.014032899211160856
50,2021,4,14.8,27.394223611111126,7.209598776223776,14762.0,30.192473118279572,49.94874551971328,22.126881720430106,47.75268817204301,25.91397849462366,1.1594982078853049,44.34,2.0,0.00246944112074076
52,2020,1,14.2,17.402283200459667,6.191370016339871,3015.0,-12.330465949820788,-6.307526881720432,-10.807885304659498,0.0,-1.5254480286738357,3.1354838709677417,0.0,1.0,5.09438624108164e-06
52,2020,2,21.0,14.194747511312215,9.676762383900927,3015.0,-68.66881720430108,-44.669892473118274,-64.33870967741936,0.0,-47.816845878136206,25.41218637992832,0.0,1.0,0.0017168081632445127
52,2020,3,17.7,15.836097474747474,8.068383116883119,3015.0,-52.20179211469534,-28.335483870967746,-46.35376344086021,0.0,-32.219713261648735,18.229390681003586,0.0,1.0,0.02435371342549078
52,2020,4,14.5,16.37339947089947,7.526409832451497,3015.0,-28.569175627240142,9.894982078853047,-22.251971326164874,0.0,-14.345878136200714,9.3663082437276,0.0,1.0,0.02464664063435297
52,2021,1,15.1,14.654325,10.19144537815126,3304.0,-33.33410138248848,1.0268817204301068,-32.247695852534555,0.0,-17.843701996927802,9.040322580645162,1.31,1.0,0.020605399842574642
52,2021,2,14.4,14.77767450980392,7.833976717155207,3304.0,-19.57956989247312,20.945161290322577,-17.036559139784945,0.0,-11.678494623655913,9.769175627240145,20.15,1.0,0.04022243336806201
52,2021,3,13.5,16.189182341269838,7.9170113960113975,3304.0,1.1763440860215055,38.92688172043011,0.9444444444444444,0.0,2.077419354838709,4.522939068100358,38.92,1.0,0.013663909600144691
52,2021,4,11.1,16.32229535603715,8.61815933166249,3304.0,22.405376344086022,53.96594982078852,18.496415770609318,0.0,14.290681003584229,1.4433691756272402,60.12,1.0,0.003097560416438468
54,2020,1,19.8,29.00377222222223,7.772304713804712,6141.0,-14.139068100358422,-8.036559139784949,-14.238709677419354,-15.717562724014337,-3.948387096774194,3.953405017921147,0.0,1.0,1.9302386032278737e-05
54,2020,2,33.4,29.662295206971677,3.260026666666666,6141.0,-66.65949820788529,-40.80501792114696,-59.47706093189964,-80.784229390681,-43.32007168458781,22.161290322580644,0.0,1.0,0.0002496441926841383
54,2020,3,24.6,28.41840998217469,4.1129329501915715,6141.0,-49.269892473118276,-25.27741935483871,-41.08028673835126,-51.743727598566295,-25.325448028673836,16.74516129032258,0.0,1.0,0.01342931337552406
54,2020,4,17.9,26.45443835470085,9.446422222222225,6141.0,-33.46451612903225,-4.401075268817205,-21.976344086021513,-37.50681003584229,-11.968100358422939,11.354838709677418,0.0,1.0,0.02234186841949489
54,2021,1,22.5,27.472339682539683,6.872128968253969,6790.0,-35.21850998463903,-6.312596006144393,-29.066820276497694,-31.15552995391705,-13.213517665130567,9.492319508448539,0.68,1.0,0.008455484324608353
54,2021,2,20.5,27.248579365079365,5.711945107574419,6790.0,-16.95448028673835,16.876344086021508,-9.113261648745521,-9.807885304659498,-1.5598566308243729,8.294982078853046,14.3,1.0,0.015998405870862847
54,2021,3,17.9,27.848263772175546,4.321385730211817,6790.0,4.367741935483871,35.77849462365592,10.647311827956988,29.721505376344084,9.493906810035842,5.8344086021505355,30.79,1.0,0.009335047614454285
54,2021,4,16.5,26.59233866133866,7.402196296296296,6790.0,25.39605734767025,53.094982078853036,27.161290322580644,56.31290322580646,17.654838709677414,3.2437275985663088,48.92,1.0,0.009871923908256345
63,2020,1,19.0,26.535897115384607,14.272157407407406,3594.0,-16.14551971326165,-9.952688172043011,-14.317562724014337,0.0,-3.7476702508960575,4.060215053763439,0.0,1.0,4.265595674029741e-05
63,2020,2,33.5,24.850904761904758,9.074544041867957,3594.0,-68.24910394265233,-48.39749103942653,-67.91075268817204,0.0,-48.736200716845886,24.502508960573483,0.0,1.0,0.00032484151671457263
63,2020,3,22.7,25.573509259259247,8.200148729946523,3594.0,-41.12903225806452,-22.929032258064517,-44.16021505376344,0.0,-22.515770609318995,14.192473118279569,0.0,1.0,0.00945977871402134
63,2020,4,17.6,24.78470833333333,11.268761437908495,3594.0,-29.693906810035845,-8.124014336917563,-33.250537634408595,0.0,-16.601075268817205,9.934767025089604,0.0,1.0,0.04873935241695213
63,2021,1,18.6,24.866711111111112,14.52387566137566,4027.0,-35.133256528417824,-2.0568356374807992,-32.756912442396306,0.0,-15.033026113671276,7.189324116743472,0.77,1.0,0.025730800776754426
63,2021,2,20.1,25.038733333333337,9.576221690590113,4027.0,-27.48530465949821,11.752688172043008,-23.939784946236557,0.0,-9.683870967741935,8.101433691756272,20.21,1.0,0.036257184816331285
63,2021,3,16.6,25.49267803030303,7.187695394736843,4027.0,-9.878853046594985,26.59928315412186,-8.731899641577058,0.0,3.349103942652329,3.2491039426523294,40.41,1.0,0.01486726122744057
63,2021,4,13.7,24.287222222222233,14.743091991341991,4027.0,6.650896057347669,43.28172043010753,10.394265232974911,0.0,10.515770609318997,1.0053763440860215,57.45,1.0,0.00912589192220785
66,2020,1,12.3,24.318520707070714,8.140250841750841,6545.0,-14.177060931899641,-7.906810035842294,-15.732616487455196,-12.068817204301073,-5.3247311827956985,4.134767025089607,0.0,1.0,5.240793498061954e-05
66,2020,2,24.9,22.033272222222227,7.545123349753692,6545.0,-66.73369175627239,-38.000358422939065,-66.1136200716846,-78.51720430107527,-49.42688172043011,24.982078853046602,0.0,1.0,0.0005345609368023193
66,2020,3,18.4,23.80360555555556,5.975668115942029,6545.0,-38.778853046594975,-6.580645161290323,-42.11863799283154,-71.0,-25.831899641577067,14.769534050179212,0.0,1.0,0.01643512840992229
66,2020,4,13.5,22.87254603174603,8.28706535010883,6545.0,-26.73870967741935,10.644086021505377,-34.92329749103943,-50.11648745519713,-18.02544802867384,9.982437275985664,0.0,1.0,0.032616602414538384
66,2021,1,15.5,22.59359722222222,7.874673992673991,7271.0,-27.294930875576032,8.682411674347158,-42.00499231950845,-46.09178187403994,-18.425115207373267,8.22542242703533,0.76,1.0,0.019323922687670414
66,2021,2,16.4,22.56175,8.112484615384616,7271.0,-15.89175627240143,7.7451612903225815,-36.611111111111114,-39.82043010752688,-16.611469534050187,10.10716845878136,19.97,1.0,0.03712331245853291
66,2021,3,14.9,23.62199552803578,5.610901052631578,7271.0,9.383870967741935,23.902150537634412,-17.000716845878134,-23.314336917562727,-2.0598566308243726,4.529390681003584,40.42,1.0,0.01378527172251421
66,2021,4,13.0,21.74462916666667,10.682229296066252,7271.0,26.323297491039423,44.68064516129032,-9.08853046594982,-3.72831541218638,4.775627240143369,1.7250896057347669,63.96,1.0,0.004086912935235429
68,2020,1,11.8,29.02303927875243,15.194608333333333,13763.0,-13.600716845878136,-7.437275985663082,-10.70537634408602,-14.956989247311823,-4.069534050179212,4.187813620071685,0.0,1.0,1.3170285202526061e-05
68,2020,2,21.7,28.52665584415585,4.2536529581529585,13763.0,-73.0462365591398,-50.98996415770609,-61.77060931899642,-73.43189964157706,-56.21290322580646,26.604659498207887,0.0,1.0,0.00025023541884799515
68,2020,3,21.2,28.984,4.478902923976609,13763.0,-53.387813620071675,-27.32437275985664,-44.17956989247313,-50.57992831541219,-36.258422939068105,18.35627240143369,0.0,1.0,0.0230265973909665
68,2020,4,14.6,28.06514772727273,7.662409812409813,13763.0,-33.091756272401426,1.3379928315412186,-30.94910394265233,-5.19426523297491,-22.582078853046603,10.679928315412186,0.0,1.0,0.02627471897903949
68,2021,1,15.0,28.53555833333333,9.335034313725492,15065.0,-36.92127496159754,-6.2695852534562215,-34.31797235023041,-11.77572964669739,-24.184715821812603,9.841013824884792,0.88,1.0,0.01721884060566299
68,2021,2,13.8,28.16242857142857,4.256657413600892,15065.0,-28.394265232974917,-0.3057347670250894,-24.565232974910394,-4.4329749103942655,-19.90537634408602,11.04874551971326,19.99,1.0,0.08863869086670498
68,2021,3,10.8,28.15187925407925,7.642027629233513,15065.0,-6.7232974910394265,15.61756272401434,-10.443727598566307,23.885663082437283,-7.61146953405018,6.614695340501792,39.0,1.0,0.020167060359549318
68,2021,4,10.0,27.403387464387464,10.871759259259255,15065.0,10.81505376344086,28.61720430107527,2.7946236559139788,50.12652329749103,0.3093189964157706,3.13763440860215,60.93,1.0,0.0067185549002147255
70,2020,1,14.6,36.87029555422647,3.2411333333333334,2145.0,-13.681003584229392,-6.121146953405018,-10.250179211469533,-20.50250896057348,0.8623655913978491,2.772759856630824,0.0,1.0,3.401927532139711e-06
70,2020,2,29.3,33.34297619047619,5.5867566833751034,2145.0,-71.42724014336916,-45.20537634408603,-59.0741935483871,-51.000716845878145,-45.93118279569893,22.67311827956989,0.0,1.0,0.003442750662525387
70,2020,3,22.0,30.02049523809524,4.739333333333333,2145.0,-56.901433691756274,-24.367025089605733,-39.48351254480286,-51.453046594982084,-31.679569892473122,18.594982078853047,0.0,1.0,0.028235998516759595
70,2020,4,14.7,29.184565217391306,5.1486172161172155,2145.0,-28.139784946236556,7.991397849462366,-18.84695340501792,-44.056630824372775,-10.83010752688172,9.604301075268816,0.0,1.0,0.0065419066443046636
70,2021,1,15.4,35.47307602339182,3.914194444444445,2374.0,-28.07411674347158,7.4535330261136705,-25.7031490015361,-32.7016129032258,-13.693548387096774,7.0019201228878645,0.67,1.0,0.010517945930712402
70,2021,2,16.1,30.708801587301593,6.762825808249719,2374.0,-21.151971326164876,-10.009677419354839,-19.29068100358423,-40.8663082437276,-15.706451612903225,9.568817204301077,13.11,1.0,0.058591836597754826
70,2021,3,14.0,27.98692698412698,5.083056918390252,2374.0,3.676702508960574,18.5752688172043,3.2641577060931897,-74.42258064516129,-2.6419354838709683,4.833333333333333,26.66,1.0,0.017358804544021042
70,2021,4,14.7,28.87277922077922,5.209153846153846,2374.0,29.30645161290323,50.13010752688172,21.643369175627235,-80.13297491039425,5.417562724014336,1.4301075268817207,39.32,1.0,0.001415812817467507
73,2020,1,19.4,21.879136574074078,7.433044444444442,6961.0,-13.979928315412185,-8.130465949820787,-14.85304659498208,-17.247311827956988,-4.172759856630825,4.091756272401434,0.0,1.0,1.6632754328674315e-05
73,2020,2,37.6,22.786248717948713,6.324022438342233,6961.0,-66.52114695340502,-45.643727598566315,-52.35770609318996,-86.39390681003584,-49.77455197132616,24.92508960573477,0.0,1.0,0.0004841979593458522
73,2020,3,27.5,22.522464602683183,7.6343531746031745,6961.0,-41.893189964157706,-25.259498207885304,-25.19426523297491,-64.51218637992831,-28.330824372759857,15.971326164874554,0.0,1.0,0.016368478343229822
73,2020,4,19.0,20.783885042735047,9.455775213434658,6961.0,-27.016845878136202,-6.016129032258063,-17.209677419354836,-28.691756272401435,-19.57025089605735,10.59426523297491,0.0,1.0,0.04813888719481206
73,2021,1,21.7,20.30087272727273,8.854360128205126,7604.0,-30.12596006144393,-11.825268817204304,-22.69623655913979,-33.694316436251924,-21.28302611367128,9.381336405529954,0.82,1.0,0.02440651233407773
73,2021,2,19.8,20.46897435897436,8.260826666666668,7604.0,-14.865591397849464,1.4225806451612901,-3.9408602150537635,-36.16200716845878,-13.489964157706092,8.259498207885304,17.7,1.0,0.0317417324459578
73,2021,3,17.2,21.80756646825397,6.544983896940418,7604.0,3.314336917562724,10.638709677419355,14.99820788530466,-8.12437275985663,-2.454480286738351,4.620071684587813,36.6,1.0,0.017113671037212286
73,2021,4,17.1,19.49695833333333,11.082448963317383,7604.0,25.170250896057343,28.12258064516129,28.250179211469533,10.807885304659498,4.886738351254482,1.6849462365591399,55.47,1.0,0.002074719378542316
76,2020,1,14.0,25.110679894179892,9.76666868686869,40674.0,-11.604301075268815,-5.374910394265234,-11.758422939068101,-7.290322580645161,-4.117562724014337,3.7978494623655914,0.0,1.0,3.507033600045458e-05
76,2020,2,27.7,25.059454545454546,8.048949097755044,40674.0,-63.87455197132616,-40.29641577060932,-59.563440860215046,-53.49749103942653,-48.13799283154121,24.202508960573482,0.0,1.0,0.0032522187536624084
76,2020,3,22.2,25.384170995671,5.628404761904762,40674.0,-38.093548387096774,-15.691756272401435,-34.91827956989247,-35.872401433691756,-25.654121863799283,14.40179211469534,0.0,1.0,0.019057398153968542
76,2020,4,18.6,24.856122222222233,9.88998903508772,40674.0,-24.737634408602148,0.686021505376344,-27.772401433691755,-16.544086021505375,-15.156989247311827,8.895698924731184,0.0,1.0,0.023201468869971625
76,2021,1,18.7,25.34220138888889,9.139675198412695,44667.0,-30.98847926267281,-3.4412442396313363,-38.098694316436244,-25.997311827956988,-19.063748079877108,9.135560675883257,0.93,1.0,0.021681882487588018
76,2021,2,21.4,23.945299145299145,12.020792540792543,44667.0,-27.638709677419357,-2.027598566308244,-33.408243727598574,-39.83405017921147,-24.709318996415767,13.922222222222222,15.72,1.0,0.03614618491770387
76,2021,3,15.1,24.91719660894661,8.128427777777778,44667.0,1.1032258064516127,17.416129032258066,-10.724731182795699,-21.983870967741932,-3.947670250896057,5.421146953405019,33.06,1.0,0.020842053950373286
76,2021,4,14.1,24.78613888888889,9.263403333333336,44667.0,18.337634408602156,32.7078853046595,2.6645161290322585,-7.903942652329749,4.84910394265233,2.7655913978494624,48.04,1.0,0.010859927903678469
88,2020,1,11.3,27.794083771929824,0.0,1027.0,-14.280286738351258,-10.5168458781362,-14.712544802867384,-12.416487455197132,-4.327598566308244,0.5175627240143369,0.0,1.0,1.7411592638378628e-05
88,2020,2,11.3,28.38817222222222,0.0,1027.0,-77.63512544802869,-64.70071684587813,-78.81756272401434,-80.2652329749104,-52.51827956989247,5.927598566308244,0.0,1.0,0.000330820260129194
88,2020,3,25.3,25.45175530303031,0.0,1027.0,-54.077060931899645,-40.90860215053763,-75.38996415770609,-68.62652329749103,-33.883154121863804,13.05412186379928,0.0,1.0,0.026691971514634445
88,2020,4,25.3,25.6583875,0.0,1027.0,-57.937992831541216,-29.239426523297485,-60.999641577060935,-41.62508960573477,-32.145878136200714,13.854480286738351,0.0,1.0,0.014033743666533177
88,2021,1,16.0,26.667411166805906,0.0,1300.0,-36.82066052227342,-11.887864823348696,-48.219662058371746,-15.671658986175116,-21.868279569892483,9.530721966205835,0.51,1.0,0.005350161190753824
88,2021,2,16.0,28.11120442520442,0.0,1300.0,-23.432616487455203,-3.455913978494624,-47.11541218637993,-0.963082437275986,-16.7673835125448,11.880645161290325,13.53,1.0,0.061389670073393236
88,2021,3,11.9,23.8493696969697,0.0,1300.0,1.8125448028673836,11.936917562724016,-38.23405017921147,31.749820788530467,-7.212903225806452,6.4759856630824375,56.77,1.0,0.006413334247890802
88,2021,4,11.9,25.257434188034182,0.0,1300.0,23.90716845878136,15.927956989247313,-27.270609318996414,57.5258064516129,-1.053763440860215,5.935842293906809,67.23,1.0,0.025156046368063654
